lot_frontage,lot_area,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,roof_matl,roof_style,street,land_contour,land_slope,lot_config,lot_shape,garage_type,exter_cond,exter_qual,bsmt_exposure,bldg_type,saleprice
141.0,31770,1960,1960,112.0,639.0,0.0,441.0,1080.0,1656,0,0,1656,528.0,210,62,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Corner,IR1,Attchd,TA,TA,Gd,1Fam,215000
96.0,12474,2007,2008,272.0,1280.0,0.0,402.0,1682.0,1742,590,0,2332,846.0,196,134,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,BuiltIn,TA,Ex,Av,1Fam,426000
80.0,9600,1950,2007,0.0,607.0,0.0,506.0,1113.0,1113,0,0,1113,264.0,0,80,120,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,147000
64.0,8574,1916,2000,0.0,0.0,0.0,816.0,816.0,1232,0,0,1232,440.0,0,0,180,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,Gd,No,1Fam,147500
104.0,14418,2007,2007,480.0,1375.0,0.0,575.0,1950.0,1950,0,0,1950,706.0,156,207,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Ex,Gd,1Fam,383000
80.0,10400,1988,1988,102.0,929.0,0.0,916.0,1845.0,1872,0,0,1872,604.0,197,39,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,Av,1Fam,241500
63.0,15564,1914,1995,0.0,0.0,0.0,676.0,676.0,676,588,0,1264,400.0,424,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,147500
101.0,13543,2005,2005,130.0,16.0,0.0,1152.0,1168.0,1168,1332,0,2500,683.0,192,32,0,0,0,0,CompShg,Gable,Pave,HLS,Gtl,Corner,IR1,BuiltIn,TA,Gd,Gd,1Fam,355000
50.0,6130,1924,1950,0.0,784.0,0.0,0.0,784.0,784,0,0,784,0.0,0,0,116,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,,TA,TA,No,1Fam,109500
50.0,5925,1940,1950,0.0,0.0,0.0,0.0,0.0,612,0,0,612,308.0,0,0,25,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Detchd,Gd,TA,,1Fam,45000
,24090,1940,1950,0.0,0.0,0.0,1032.0,1032.0,1207,1196,0,2403,349.0,56,0,318,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,Gd,TA,Mn,1Fam,244400
80.0,9600,1953,1953,238.0,1285.0,0.0,131.0,1416.0,1644,0,0,1644,418.0,110,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,167000
65.0,8158,2002,2002,214.0,0.0,0.0,860.0,860.0,860,869,0,1729,542.0,386,63,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,200000
50.0,5220,1936,1950,0.0,0.0,0.0,830.0,830.0,879,0,0,879,180.0,0,108,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Detchd,TA,TA,No,1Fam,80000
60.0,8172,1955,1990,0.0,167.0,0.0,697.0,864.0,864,0,0,864,572.0,0,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,115000
72.0,9000,1956,1956,74.0,616.0,0.0,580.0,1196.0,1196,0,0,1196,297.0,0,44,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,139000
74.0,7844,1978,1978,203.0,209.0,0.0,463.0,672.0,672,728,0,1400,440.0,0,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,149500
60.0,9084,1940,1950,0.0,0.0,0.0,755.0,755.0,755,755,0,1510,296.0,120,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,Mn,1Fam,108000
60.0,10800,1900,2000,0.0,0.0,0.0,0.0,0.0,694,600,0,1294,0.0,220,114,210,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,,TA,TA,,2fmCon,106250
74.0,8556,2006,2006,0.0,0.0,0.0,1240.0,1240.0,1240,0,0,1240,826.0,140,93,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,Av,1Fam,194000
70.0,9100,1962,1962,51.0,36.0,0.0,952.0,988.0,988,0,0,988,624.0,0,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,129500
63.0,8668,1968,1968,0.0,0.0,0.0,1560.0,1560.0,1560,0,0,1560,792.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Detchd,TA,TA,No,Duplex,126000
70.0,11767,1950,1950,0.0,1078.0,0.0,0.0,1078.0,1368,0,0,1368,195.0,0,41,211,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,Mn,1Fam,120000
70.0,8400,2004,2005,109.0,712.0,0.0,761.0,1473.0,1484,0,0,1484,606.0,0,35,0,144,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,Av,1Fam,213000
40.0,3874,1980,1980,0.0,807.0,0.0,419.0,1226.0,1226,0,0,1226,484.0,133,78,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,Gd,TwnhsE,190000
,8076,1993,1994,112.0,705.0,0.0,455.0,1160.0,1169,0,0,1169,402.0,0,26,0,0,144,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,TA,No,1Fam,183500
93.0,10090,1963,1999,364.0,242.0,483.0,0.0,725.0,1035,616,0,1651,276.0,460,46,0,0,165,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,BuiltIn,TA,TA,Av,1Fam,172000
67.0,8877,1938,1958,0.0,690.0,0.0,126.0,816.0,816,0,0,816,288.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Mod,Inside,Reg,Detchd,TA,TA,Mn,1Fam,100000
85.0,11058,2007,2007,212.0,56.0,0.0,1508.0,1564.0,1564,0,0,1564,814.0,0,24,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Attchd,TA,Gd,No,1Fam,218836
60.0,10800,1905,2000,0.0,0.0,0.0,482.0,482.0,1221,691,0,1912,672.0,0,25,212,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,2fmCon,163000
59.0,10936,2006,2006,0.0,0.0,0.0,1510.0,1510.0,1525,0,0,1525,534.0,100,18,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,Av,1Fam,206580
65.0,8461,2005,2006,0.0,0.0,0.0,728.0,728.0,728,728,0,1456,390.0,0,24,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,163990
60.0,7518,1910,2004,0.0,0.0,0.0,396.0,396.0,665,665,0,1330,390.0,0,72,45,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,FR3,Reg,Detchd,Gd,Fa,No,1Fam,116500
,8010,2002,2003,0.0,0.0,0.0,840.0,840.0,840,880,0,1720,400.0,138,48,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,BuiltIn,TA,Gd,No,1Fam,188000
,10050,1966,1966,87.0,602.0,0.0,191.0,793.0,1280,0,0,1280,432.0,140,40,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Basment,TA,TA,Av,1Fam,175000
38.0,4740,1988,1988,0.0,248.0,0.0,918.0,1166.0,1179,0,0,1179,480.0,0,108,0,0,135,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,Gd,TwnhsE,182000
60.0,6978,1926,1980,0.0,0.0,0.0,850.0,850.0,960,0,0,960,576.0,0,0,116,0,0,0,CompShg,Gable,Pave,Bnk,Gtl,Inside,Reg,Detchd,Gd,Gd,No,1Fam,103000
,11400,2001,2002,705.0,1282.0,0.0,1351.0,2633.0,2633,0,0,2633,804.0,314,140,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Ex,Gd,1Fam,466500
66.0,9240,1959,1998,0.0,708.0,0.0,280.0,988.0,988,0,0,988,297.0,156,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,No,1Fam,149500
24.0,2304,1978,1978,0.0,632.0,6.0,423.0,1061.0,1055,0,0,1055,319.0,108,32,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,Twnhs,142500
54.0,7223,1926,1950,0.0,319.0,0.0,971.0,1290.0,1422,0,0,1422,352.0,0,0,64,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,Mn,1Fam,136500
,3612,1993,1994,0.0,338.0,0.0,292.0,630.0,630,690,0,1320,484.0,0,48,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Detchd,TA,TA,No,Twnhs,137000
63.0,12680,1988,1988,102.0,983.0,0.0,692.0,1675.0,1688,0,0,1688,528.0,0,48,0,0,141,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,Mn,1Fam,226500
85.0,10176,1990,1990,0.0,637.0,0.0,663.0,1300.0,1341,0,0,1341,506.0,192,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,Gd,1Fam,171500
55.0,10780,1976,1976,0.0,483.0,0.0,428.0,911.0,954,0,0,954,576.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Detchd,TA,TA,Av,1Fam,132500
,8544,1949,1950,340.0,0.0,0.0,0.0,0.0,1040,0,0,1040,400.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,,Duplex,87500
79.0,10646,2001,2001,513.0,681.0,0.0,177.0,858.0,872,917,0,1789,546.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,IR1,Attchd,TA,TA,No,1Fam,223000
80.0,8400,1962,2005,237.0,0.0,0.0,1319.0,1319.0,1537,0,0,1537,462.0,0,36,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,Gd,Gd,No,1Fam,174000
85.0,15428,1951,1991,0.0,741.0,0.0,143.0,884.0,884,0,0,884,270.0,0,0,0,0,195,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,142000
81.0,11216,2006,2006,0.0,0.0,0.0,1489.0,1489.0,1489,0,0,1489,776.0,0,140,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,232600
78.0,10140,1974,1999,99.0,663.0,377.0,0.0,1040.0,1309,0,0,1309,484.0,265,0,0,0,0,648,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,181000
42.0,3964,1973,1973,0.0,837.0,0.0,105.0,942.0,1291,1230,0,2521,576.0,728,20,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,TwnhsE,151400
98.0,11428,2006,2006,248.0,0.0,0.0,1626.0,1626.0,1634,0,0,1634,866.0,0,44,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,No,1Fam,250000
80.0,10421,1988,1988,42.0,394.0,0.0,586.0,980.0,980,734,0,1714,496.0,228,66,156,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,196500
75.0,13500,1879,1987,0.0,0.0,0.0,819.0,819.0,1312,1142,0,2454,576.0,0,148,150,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Attchd,Gd,TA,No,1Fam,185000
75.0,9000,1969,1969,200.0,955.0,0.0,261.0,1216.0,1216,0,0,1216,336.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,Av,1Fam,113000
60.0,8089,2007,2007,0.0,945.0,0.0,474.0,1419.0,1419,0,0,1419,567.0,140,0,0,0,0,0,CompShg,Gable,Pave,HLS,Gtl,Inside,Reg,Attchd,TA,Gd,Av,1Fam,392000
35.0,9400,1975,1975,250.0,945.0,0.0,0.0,945.0,980,0,0,980,0.0,0,0,0,0,0,0,Tar&Grv,Flat,Pave,Lvl,Gtl,CulDSac,IR1,,TA,TA,Gd,Duplex,127500
24.0,2117,2000,2000,216.0,417.0,0.0,339.0,756.0,769,804,0,1573,440.0,0,32,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,Gd,No,Twnhs,177000
85.0,10625,2004,2004,353.0,0.0,0.0,1158.0,1158.0,1158,1285,0,2443,744.0,193,127,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,BuiltIn,TA,Gd,Av,1Fam,265000
106.0,8413,1998,1998,0.0,901.0,0.0,319.0,1220.0,1220,1142,0,2362,1105.0,147,0,36,0,144,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,Gd,Gd,Mn,1Fam,312500
75.0,13500,1893,2000,0.0,0.0,0.0,1237.0,1237.0,1521,1254,0,2775,880.0,105,502,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,Ex,Ex,No,1Fam,325000
,15676,1980,1980,115.0,1733.0,92.0,189.0,2014.0,2014,0,0,2014,864.0,462,0,0,255,0,0,CompShg,Gable,Pave,Low,Gtl,Inside,IR1,Attchd,Gd,Gd,Gd,1Fam,275000
82.0,9950,1995,1995,290.0,565.0,0.0,638.0,1203.0,1214,1306,0,2520,721.0,224,114,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,No,1Fam,290000
39.0,15410,1974,2002,250.0,126.0,859.0,223.0,1208.0,1494,0,0,1494,461.0,296,0,186,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,CulDSac,IR1,Attchd,Gd,TA,Gd,1Fam,169000
50.0,6000,1921,1950,0.0,616.0,0.0,0.0,616.0,616,0,0,616,205.0,0,0,129,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,89000
63.0,8402,1998,1998,0.0,0.0,0.0,789.0,789.0,789,676,0,1465,393.0,0,75,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,TA,No,1Fam,180400
85.0,10655,2003,2004,296.0,1124.0,479.0,1603.0,3206.0,1629,0,0,1629,880.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,No,1Fam,284000
70.0,10150,1958,1958,1.0,456.0,0.0,456.0,912.0,912,0,0,912,275.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,114500
84.0,10084,2005,2006,196.0,24.0,0.0,1528.0,1552.0,1552,0,0,1552,782.0,144,20,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,Av,1Fam,212900
67.0,16285,2001,2002,0.0,0.0,0.0,1413.0,1413.0,1430,0,0,1430,605.0,0,33,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR2,Attchd,TA,Gd,No,1Fam,187100
34.0,3230,1999,1999,1129.0,419.0,0.0,310.0,729.0,729,729,0,1458,440.0,0,32,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Detchd,TA,TA,No,TwnhsE,176000
,21579,1968,1968,0.0,813.0,0.0,675.0,1488.0,1488,0,0,1488,552.0,0,0,216,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,CulDSac,IR1,Attchd,TA,TA,No,1Fam,215000
64.0,8320,2004,2004,0.0,490.0,0.0,280.0,770.0,770,812,0,1582,520.0,0,45,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,185900
60.0,6960,1970,1970,0.0,375.0,239.0,250.0,864.0,864,0,0,864,660.0,96,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,120500
60.0,21930,2005,2005,0.0,0.0,0.0,732.0,732.0,734,1104,0,1838,372.0,100,40,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR3,BuiltIn,TA,Gd,Av,1Fam,192140
60.0,6600,1982,2008,0.0,641.0,0.0,175.0,816.0,816,0,0,816,264.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,Gd,Gd,No,1Fam,130500
50.0,8405,1945,1950,0.0,0.0,0.0,0.0,0.0,1088,441,0,1529,240.0,92,0,185,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,,1Fam,98000
91.0,11778,2008,2008,554.0,2085.0,0.0,186.0,2271.0,2276,0,0,2276,1348.0,0,0,70,0,255,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,Gd,1Fam,475000
60.0,8967,1920,1950,0.0,0.0,0.0,961.0,961.0,1077,0,0,1077,338.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Detchd,Fa,TA,No,1Fam,67000
86.0,10562,2007,2007,300.0,1288.0,0.0,294.0,1582.0,1610,551,0,2161,789.0,178,120,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,325624
44.0,12864,2002,2002,0.0,1392.0,0.0,17.0,1409.0,1409,0,0,1409,576.0,0,144,0,0,145,0,CompShg,Gable,Pave,Lvl,Gtl,CulDSac,IR1,Attchd,TA,Gd,No,1Fam,245000
66.0,13695,2004,2004,0.0,646.0,0.0,468.0,1114.0,1114,0,0,1114,576.0,0,102,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,159000
79.0,10289,1965,1965,168.0,836.0,0.0,237.0,1073.0,1073,0,0,1073,515.0,0,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,156000
105.0,15431,2008,2008,200.0,1767.0,539.0,788.0,3094.0,2402,0,0,2402,672.0,0,72,0,0,170,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Ex,Gd,1Fam,555000
,11120,1984,1984,0.0,660.0,0.0,572.0,1232.0,1232,0,0,1232,516.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,CulDSac,IR1,Attchd,TA,TA,No,1Fam,162500
73.0,9069,1993,1993,0.0,261.0,1083.0,0.0,1344.0,1440,0,0,1440,920.0,288,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,Gd,Gd,Av,Duplex,224500
,47280,1950,1950,44.0,0.0,0.0,1488.0,1488.0,1488,0,0,1488,738.0,0,0,180,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,TA,No,1Fam,133000
63.0,7875,2003,2003,0.0,0.0,0.0,783.0,783.0,807,702,0,1509,393.0,0,75,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,180000
60.0,6600,1982,2005,0.0,638.0,0.0,207.0,845.0,845,0,0,845,264.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,134500
66.0,13682,2006,2006,1031.0,0.0,0.0,1410.0,1410.0,1426,1519,0,2945,641.0,192,0,37,0,0,0,CompShg,Hip,Pave,HLS,Gtl,CulDSac,IR2,BuiltIn,TA,Ex,Gd,1Fam,438780
101.0,9150,1962,1962,305.0,371.0,0.0,728.0,1099.0,1431,0,0,1431,296.0,64,110,0,0,0,0,Tar&Grv,Gable,Pave,Lvl,Gtl,Corner,IR1,Basment,TA,TA,Gd,1Fam,165000
65.0,7150,1967,1967,60.0,432.0,0.0,460.0,892.0,892,0,0,892,288.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,100000
,12285,1960,1960,128.0,544.0,0.0,785.0,1329.0,1329,0,0,1329,441.0,0,0,203,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,TA,No,1Fam,176000
102.0,17920,1955,1974,0.0,306.0,1085.0,372.0,1763.0,1779,0,0,1779,454.0,0,418,0,0,312,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,Mn,1Fam,170000
53.0,3684,2007,2007,130.0,0.0,0.0,1373.0,1373.0,1555,0,0,1555,660.0,143,20,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,TwnhsE,174000
62.0,7006,1925,1950,0.0,121.0,0.0,647.0,768.0,788,448,0,1236,384.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,127000
77.0,8390,1999,1999,0.0,0.0,0.0,831.0,831.0,873,778,0,1651,450.0,0,103,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,BuiltIn,TA,TA,No,1Fam,185900
50.0,5784,1938,1996,0.0,0.0,0.0,190.0,190.0,886,0,0,886,273.0,144,20,80,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,91300
70.0,9135,2003,2003,120.0,340.0,0.0,1342.0,1682.0,1700,0,0,1700,544.0,192,23,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,Av,1Fam,200000
78.0,10496,1949,1950,320.0,196.0,0.0,844.0,1040.0,1168,678,0,1846,315.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,Mn,1Fam,143000
,13650,1958,1958,0.0,57.0,441.0,554.0,1052.0,1252,668,0,1920,451.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,Gd,Gd,No,1Fam,172500
67.0,8308,1963,1963,20.0,132.0,841.0,115.0,1088.0,1088,0,0,1088,520.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,Gd,TA,No,1Fam,110000
,9450,1957,1957,160.0,775.0,0.0,265.0,1040.0,1362,0,0,1362,768.0,0,0,84,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,IR1,Attchd,TA,TA,No,1Fam,140000
78.0,9317,2006,2006,0.0,24.0,0.0,1290.0,1314.0,1314,0,0,1314,440.0,0,22,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,No,1Fam,176432
,7153,1991,1991,88.0,1200.0,0.0,78.0,1278.0,1294,0,0,1294,496.0,112,51,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,179200
68.0,8814,2005,2007,80.0,925.0,0.0,349.0,1274.0,1274,0,0,1274,508.0,264,98,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,203000
83.0,9849,2007,2007,0.0,0.0,0.0,1689.0,1689.0,1689,0,0,1689,954.0,0,56,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,Av,1Fam,248328
79.0,14463,2008,2008,406.0,1115.0,0.0,526.0,1641.0,1641,0,0,1641,885.0,0,95,0,0,0,0,CompShg,Gable,Pave,HLS,Gtl,Corner,IR1,Attchd,TA,Ex,Gd,1Fam,316500
50.0,5190,1948,1950,0.0,0.0,0.0,570.0,570.0,617,462,0,1079,249.0,135,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,125600
65.0,9750,1959,1959,164.0,200.0,0.0,784.0,984.0,984,0,0,984,308.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,110000
50.0,6000,1920,1950,0.0,250.0,0.0,710.0,960.0,960,0,0,960,308.0,0,0,168,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,108500
66.0,8712,1952,1952,0.0,0.0,0.0,540.0,540.0,1044,0,0,1044,504.0,0,0,0,0,0,0,CompShg,Hip,Grvl,Bnk,Mod,Inside,Reg,Basment,TA,Fa,Av,1Fam,55993
69.0,11851,1948,2009,0.0,780.0,0.0,247.0,1027.0,1027,606,0,1633,240.0,0,100,126,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,Gd,TA,No,1Fam,129000
54.0,13811,1987,1987,72.0,980.0,40.0,92.0,1112.0,1137,0,0,1137,551.0,125,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,TA,No,1Fam,176000
83.0,10143,1963,1963,295.0,384.0,0.0,996.0,1380.0,1380,0,0,1380,364.0,0,0,0,0,216,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,154000
93.0,18265,1986,1986,228.0,920.0,60.0,276.0,1256.0,1256,0,0,1256,578.0,282,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Attchd,Gd,Gd,Av,1Fam,180000
44.0,4224,1976,1976,0.0,874.0,0.0,268.0,1142.0,1142,0,0,1142,528.0,536,90,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,TwnhsE,134000
84.0,12615,1950,2001,0.0,477.0,0.0,725.0,1202.0,2158,0,0,2158,576.0,0,29,39,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Attchd,TA,TA,Av,1Fam,243000
85.0,14536,2002,2003,236.0,1300.0,0.0,316.0,1616.0,1629,0,0,1629,808.0,0,252,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,Av,1Fam,270000
71.0,9187,1983,1983,0.0,336.0,0.0,748.0,1084.0,1080,0,0,1080,484.0,120,0,158,0,0,0,CompShg,Gable,Pave,Bnk,Gtl,Corner,Reg,Attchd,Gd,TA,No,1Fam,134000
90.0,9900,1993,1993,256.0,987.0,0.0,360.0,1347.0,1372,1274,0,2646,656.0,340,60,144,0,0,0,CompShg,Gable,Pave,Low,Mod,Inside,Reg,Attchd,TA,Gd,Gd,1Fam,260000
