lot_area,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,gr_liv_area,low_qual_fin_sf,year_remod/add,mas_vnr_area,year_built,yr_sold,bsmt_impact,basement_volume,basement_visible_surface_area,structure_square_footage,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,saleprice
10295,288.0,16,0,0,0,0,0,936,0,1969,72.0,1969,2008,468.0,3744.0,936.0,1872.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,111900
7763,506.0,0,0,0,0,0,0,1283,0,1980,0.0,1962,2008,0.0,2793.0,698.25,2214.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,140000
17120,680.0,0,59,0,0,0,0,1588,0,1959,0.0,1959,2008,,,,1588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,134432
13870,724.0,240,52,0,0,174,0,2042,0,2007,250.0,2006,2007,3484.0,8710.0,2177.5,3784.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,455000
10120,844.0,309,78,0,0,0,0,2526,0,1994,391.0,1994,2006,0.0,4660.0,1165.0,3691.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,290000
10820,597.0,202,123,0,0,0,0,1873,0,1999,0.0,1999,2007,1976.0,3952.0,988.0,2861.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,235500
9600,400.0,0,24,0,0,0,0,1416,0,2004,0.0,1900,2006,0.0,2340.0,585.0,2196.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,156500
11639,480.0,0,120,0,0,0,0,1428,0,2008,,2007,2008,0.0,5712.0,1428.0,2856.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,182000
13758,925.0,204,49,0,0,0,0,1792,0,2006,430.0,2005,2006,3584.0,8960.0,2240.0,3584.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,372397
9000,0.0,0,0,0,0,0,0,819,0,1950,0.0,1919,2006,0.0,1830.0,457.5,1429.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,72000
10320,0.0,42,0,204,0,0,0,1344,0,1950,0.0,1915,2008,0.0,1608.0,402.0,1880.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82375
8635,240.0,0,0,0,0,0,0,1285,0,2001,0.0,1948,2008,0.0,2016.0,504.0,1957.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,127000
11980,528.0,0,278,0,0,266,0,1433,0,1987,177.0,1987,2010,2866.0,5732.0,1433.0,2866.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,270000
12327,612.0,349,40,0,0,0,0,2132,0,2009,0.0,1983,2009,2992.0,5984.0,1496.0,3628.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,316600
11512,312.0,0,0,0,0,163,0,1357,0,2006,84.0,1959,2008,1019.0,3057.0,764.25,2376.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,177000
14684,701.0,84,70,0,0,0,0,2196,0,1991,234.0,1990,2009,1079.0,8632.0,2158.0,4354.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,271900
5250,0.0,0,54,20,0,0,0,2358,205,1987,0.0,1872,2008,0.0,2052.0,513.0,2837.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,122000
18044,691.0,216,64,169,0,0,228,2726,0,1986,0.0,1986,2007,0.0,1116.0,279.0,3005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,315000
9245,639.0,144,53,0,0,0,0,1797,0,2006,0.0,2006,2007,939.0,3756.0,939.0,2736.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,213500
7200,625.0,0,0,0,0,0,0,1040,0,1950,0.0,1950,2006,,,,1040.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,109500
6000,250.0,0,0,0,0,0,0,789,0,1950,0.0,1948,2008,0.0,2367.0,591.75,1578.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,115000
3628,588.0,0,191,0,0,0,0,1143,0,2004,0.0,2004,2006,0.0,4572.0,1143.0,2286.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,176400
9066,660.0,224,106,0,0,0,0,1852,0,2000,320.0,1999,2008,502.0,4016.0,1004.0,2856.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,230000
6410,0.0,0,0,0,0,0,0,960,0,1958,0.0,1958,2010,0.0,2880.0,720.0,1920.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,90000
7244,624.0,104,0,0,0,0,0,768,0,1970,0.0,1970,2007,768.0,3072.0,768.0,1536.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,129500
10152,353.0,0,211,180,0,142,0,1124,0,1994,0.0,1956,2006,1124.0,3372.0,843.0,2248.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,153000
3000,528.0,0,234,0,0,0,0,1224,0,2009,76.0,2009,2009,612.0,2448.0,612.0,1836.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,173733
7500,0.0,0,136,0,0,0,0,1100,0,2007,0.0,2006,2007,0.0,4400.0,1100.0,2200.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,146000
17360,470.0,0,0,150,0,0,0,1556,0,1950,340.0,1949,2010,0.0,2346.0,586.5,2338.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,172500
9600,460.0,298,0,0,0,0,0,1262,0,1976,0.0,1976,2007,2524.0,5048.0,1262.0,2524.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,181500
10667,550.0,158,61,0,0,0,0,1661,0,1996,0.0,1996,2009,799.0,3196.0,799.0,2460.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,212000
10530,482.0,400,105,0,0,0,0,1857,0,1978,68.0,1978,2006,0.0,2835.0,708.75,2802.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,188900
5000,0.0,0,52,0,0,0,0,666,0,1950,0.0,1946,2007,0.0,1332.0,333.0,1332.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,64500
16287,576.0,0,0,43,0,100,0,1351,0,1950,0.0,1925,2007,0.0,2703.0,675.75,2252.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,122000
11050,319.0,0,0,0,0,288,0,1005,0,1956,0.0,1956,2006,0.0,3015.0,753.75,2010.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,133500
10440,520.0,0,547,0,0,480,0,2792,0,1950,0.0,1920,2008,0.0,6040.0,1510.0,4302.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,256000
2665,336.0,92,26,0,0,0,0,1475,0,1976,0.0,1976,2008,0.0,2200.0,550.0,2025.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129500
10389,850.0,188,25,0,0,0,0,1978,0,2003,320.0,2003,2010,0.0,7912.0,1978.0,3956.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,318000
9658,871.0,230,60,0,0,0,0,1606,0,2006,383.0,2006,2009,0.0,6392.0,1598.0,3204.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,255900
7500,0.0,0,50,0,0,0,0,1158,0,2004,0.0,2004,2009,0.0,4632.0,1158.0,2316.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,143500
14122,678.0,0,119,0,0,0,0,1822,0,2006,240.0,2005,2010,0.0,9110.0,2277.5,3644.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,259000
8737,440.0,0,38,0,144,0,0,1635,0,1950,0.0,1923,2007,0.0,4260.0,1065.0,2700.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,210000
8499,432.0,0,36,0,0,0,0,1412,0,2007,0.0,2006,2007,0.0,2464.0,616.0,2028.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,156932
11072,576.0,0,0,0,0,0,0,1728,0,1965,0.0,1965,2008,0.0,5184.0,1296.0,3456.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,145000
6762,662.0,168,0,0,0,0,0,1290,0,2007,0.0,2007,2009,1282.0,5128.0,1282.0,2572.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,200000
15431,878.0,188,65,0,0,175,0,2046,0,2006,400.0,2005,2007,3988.0,9970.0,2492.5,4040.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,450000
3230,440.0,0,24,0,0,0,0,1471,0,1999,894.0,1999,2009,0.0,2916.0,729.0,2200.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,172500
10800,624.0,38,243,0,0,0,0,2614,0,1997,0.0,1974,2008,0.0,4566.0,1141.5,4136.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,240000
11143,610.0,159,214,0,0,0,0,2466,0,2005,0.0,2004,2007,0.0,6320.0,1580.0,4046.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,340000
8925,610.0,100,18,0,0,0,0,1466,0,2007,0.0,2007,2009,1466.0,5864.0,1466.0,2932.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,201000
10356,440.0,0,0,0,0,0,0,969,0,1975,0.0,1975,2007,969.0,2907.0,726.75,1938.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,122000
12299,663.0,0,0,0,0,0,0,1664,0,1985,67.0,1978,2007,0.0,6116.0,1529.0,3193.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,213000
9900,550.0,0,67,260,0,0,0,1691,0,1967,0.0,1967,2009,0.0,5040.0,1260.0,3371.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,175000
6762,628.0,105,54,0,0,0,0,1208,0,2007,108.0,2007,2007,0.0,4832.0,1208.0,2416.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,195400
11625,668.0,0,215,0,0,0,0,1052,0,1967,172.0,1967,2009,0.0,3156.0,789.0,2104.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,113500
6435,312.0,0,0,0,0,0,0,1577,0,1950,0.0,1939,2006,0.0,2916.0,729.0,2549.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,140200
8450,294.0,0,155,0,0,0,0,909,0,1968,90.0,1968,2006,0.0,2646.0,661.5,1791.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,116000
11577,682.0,161,225,0,0,0,0,1838,0,2006,382.0,2005,2006,3676.0,7352.0,1838.0,3676.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,359900
8340,317.0,406,36,0,0,0,0,1388,0,1977,62.0,1977,2006,675.0,2700.0,675.0,2063.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,157500
6911,440.0,0,0,0,0,0,0,1301,0,1950,0.0,1924,2009,572.5,3435.0,858.75,2446.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,100000
8800,461.0,0,116,0,0,0,0,1251,0,1964,425.0,1964,2006,0.0,3753.0,938.25,2502.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,160000
10739,577.0,144,40,0,0,0,0,1444,0,2001,68.0,2002,2009,0.0,5724.0,1431.0,2875.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,203000
8012,264.0,80,0,0,0,0,0,923,0,1980,0.0,1980,2010,0.0,3692.0,923.0,1846.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,143000
16226,683.0,208,50,0,0,0,0,2452,0,1999,0.0,1998,2007,0.0,4112.0,1028.0,3480.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,267000
4500,405.0,0,199,0,0,0,0,1337,0,1998,443.0,1998,2006,0.0,6185.0,1546.25,2574.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,153500
8707,288.0,0,0,56,0,0,0,1669,0,1950,0.0,1924,2006,0.0,3279.0,819.75,2762.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,107000
8300,288.0,0,0,0,0,0,0,952,0,1968,86.0,1968,2007,476.0,2856.0,714.0,1904.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,128500
9770,308.0,0,34,0,0,0,0,922,0,1957,0.0,1957,2007,0.0,2766.0,691.5,1844.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,116000
17400,484.0,295,41,0,0,0,0,1126,0,1977,0.0,1977,2006,0.0,3378.0,844.5,2252.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,160000
5070,506.0,0,82,0,0,144,0,1280,0,1992,0.0,1992,2008,640.0,5120.0,1280.0,2560.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,180000
7920,368.0,120,0,0,0,0,0,914,0,2002,32.0,1970,2007,0.0,2742.0,685.5,1828.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,133000
7020,784.0,0,48,0,0,0,0,1368,0,1997,200.0,1997,2006,2576.0,5152.0,1288.0,2656.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,215000
10612,484.0,168,46,0,0,0,0,1534,0,2006,248.0,2006,2007,762.0,6096.0,1524.0,3058.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,215000
6120,250.0,189,0,34,150,0,0,1582,0,1950,0.0,1938,2009,0.0,2856.0,714.0,2534.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,150000
12376,594.0,367,0,0,0,0,0,3222,0,1990,0.0,1990,2010,836.5,6692.0,1673.0,4895.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,320000
10004,472.0,0,0,0,0,152,0,1516,0,1964,180.0,1964,2009,0.0,4548.0,1137.0,3032.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,167000
8250,260.0,0,0,121,0,0,0,1032,0,1950,0.0,1935,2006,,,,1032.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,125000
12205,0.0,0,0,0,0,0,0,1588,0,1992,0.0,1949,2008,0.0,896.0,224.0,2036.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,65000
11175,440.0,0,20,0,0,0,0,1316,0,2007,0.0,2007,2007,1316.0,5264.0,1316.0,2632.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,200141
9965,480.0,0,228,0,0,0,0,1528,0,2007,,2007,2007,0.0,6112.0,1528.0,3056.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,235876
8660,576.0,467,160,78,0,0,0,2168,312,1993,0.0,1900,2009,0.0,2280.0,570.0,2616.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123000
12375,288.0,0,0,0,0,0,0,1422,0,1951,41.0,1951,2006,0.0,2418.0,604.5,2228.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,137500
8070,0.0,0,0,0,0,0,0,990,0,1995,0.0,1994,2007,0.0,3960.0,990.0,1980.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,123600
8658,440.0,0,138,0,0,0,0,1324,0,1965,101.0,1965,2006,0.0,3264.0,816.0,2412.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,160000
8235,720.0,140,50,0,0,0,0,825,0,1995,0.0,1955,2008,0.0,2475.0,618.75,1650.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,125000
11700,441.0,0,0,0,0,0,0,1556,0,1968,0.0,1968,2009,0.0,2181.0,545.25,2283.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,154000
12961,616.0,162,312,0,0,0,0,1797,0,1994,0.0,1993,2010,576.0,4608.0,1152.0,2949.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,231000
8450,304.0,0,85,184,0,0,0,1056,0,1968,0.0,1968,2010,0.0,3168.0,792.0,2112.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,142000
22950,840.0,0,260,0,0,410,0,3608,572,1993,0.0,1892,2006,553.5,3321.0,830.25,4143.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,475000
5748,495.0,123,53,0,0,153,0,1778,0,2006,473.0,2005,2006,3146.0,7865.0,1966.25,3351.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,375000
10500,0.0,0,0,0,0,0,0,864,0,1971,0.0,1971,2010,0.0,2592.0,648.0,1728.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,115000
7500,400.0,0,113,0,0,0,0,1221,0,2005,0.0,2004,2009,0.0,4884.0,1221.0,2442.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,185000
10042,216.0,0,0,84,0,0,0,865,0,1995,0.0,1920,2007,0.0,1980.0,495.0,1525.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,108500
2544,480.0,0,166,0,0,0,0,1223,80,2005,0.0,2005,2006,0.0,2400.0,600.0,1743.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,147400
3768,506.0,0,34,0,0,0,0,1452,0,1999,218.0,1999,2009,0.0,2764.0,691.0,2143.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,156000
9734,400.0,0,0,0,0,0,0,1374,0,2004,0.0,2004,2009,192.0,1536.0,384.0,1758.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,167000
3182,437.0,156,20,0,0,0,0,1504,0,2006,14.0,2005,2008,0.0,5384.0,1346.0,2850.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,191000
8872,390.0,0,0,0,0,0,0,1384,0,1997,0.0,1997,2007,0.0,1536.0,384.0,1768.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,161500
12198,310.0,278,82,0,0,0,0,1411,0,1975,0.0,1955,2007,1204.0,3612.0,903.0,2615.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,130000
8480,624.0,0,24,0,0,192,0,970,0,1963,0.0,1963,2007,0.0,2910.0,727.5,1940.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,132500
7200,728.0,352,0,0,0,0,0,875,0,2006,0.0,1972,2007,0.0,1155.0,288.75,1260.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,117000
6780,0.0,53,0,0,0,0,0,754,234,1982,0.0,1935,2006,520.0,1560.0,390.0,1040.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,84500
9100,429.0,0,0,0,0,0,0,925,0,1965,0.0,1965,2009,0.0,2775.0,693.75,1850.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,117500
9600,256.0,0,70,0,0,0,0,1308,0,1950,0.0,1940,2009,0.0,2184.0,546.0,2036.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,160000
14175,323.0,0,0,0,0,0,0,1375,0,1998,0.0,1956,2007,0.0,3720.0,930.0,2615.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,187000
14277,818.0,192,228,0,0,0,0,2385,0,2003,280.0,2003,2007,658.5,6585.0,1646.25,3702.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,350000
9000,480.0,0,45,0,0,0,0,1792,0,1974,0.0,1974,2008,448.0,3584.0,896.0,2688.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,133000
13693,650.0,358,78,0,0,0,0,2464,0,2007,554.0,2007,2008,4836.0,12090.0,3022.5,4882.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,417500
3635,660.0,143,20,0,0,0,0,1569,0,2007,130.0,2007,2009,0.0,5544.0,1386.0,2955.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,175900
10933,1138.0,185,24,0,0,0,0,1680,0,2009,242.0,2009,2009,3110.0,7775.0,1943.75,3235.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,323262
8450,531.0,0,39,0,0,0,0,1337,0,2003,0.0,2003,2007,668.5,5348.0,1337.0,2674.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,185000
8550,240.0,228,0,40,0,0,0,816,0,1950,0.0,1934,2006,0.0,2448.0,612.0,1632.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,129800
