,id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,total_sqft,total_bath,total_porch_sf,total_home_quality,sqft_to_lot_ratio,sqft_to_quality_ratio,bed_to_bath_ratio,bsmt_to_totalsqft_ratio,porch_to_totalsqft_ratio,diff_grnd_livarea_totalsqft,size_relative_to_the_neighbors,lot_frontage_relative_to_the_neighbors,lot_area_relative_to_the_neighbors,remodeled_relative_to_the_neighbors,built_relative_to_the_neighbors,houses_in_neighborhood_with_basement,houses_in_neighborhood_with_garage,houses_in_neighborhood_with_fireplace,houses_in_neighborhood_with_pool,sqft_to_rooms_ratio,lot_frontage_to_lot_area_ratio
1082,913,30,RL,64.0,8574,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,Ex,Y,SBrkr,1232,0,0,1232,0.0,0.0,1,0,3,1,Gd,6,Typ,1,Gd,Detchd,1916.0,Unf,2.0,TA,TA,Y,0,0,180,0,0,0,Gd,MnPrv,Shed,0,10,2009,WD ,147500,1232,1.0,180,14,0.1436902262654537,88.0,3.0,0.6623376623376623,0.1461038961038961,0,71,69.18399986890513,11667.732394366198,1991.0,1940.0,71,71,71,71,205.33333333333334,0.0074644273384651275
1083,1058,20,RL,104.0,14418,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,480.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1375.0,Unf,0.0,575.0,1950.0,GasA,Ex,Y,SBrkr,1950,0,0,1950,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2007.0,Fin,3.0,TA,TA,Y,156,207,0,0,0,0,Gd,MnPrv,Shed,0,5,2008,WD ,383000,1950,2.0,207,14,0.13524760715771952,139.28571428571428,1.0,1.0,0.10615384615384615,0,122,85.8658770348754,11345.11475409836,2006.0,2005.0,122,122,122,122,278.57142857142856,0.007213205715078374
1084,2348,20,RL,80.0,10400,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,929.0,Unf,0.0,916.0,1845.0,GasA,Gd,Y,SBrkr,1872,0,0,1872,0.0,1.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1988.0,Fin,2.0,TA,TA,Y,197,39,0,0,0,0,Gd,MnPrv,Shed,0,6,2006,WD ,241500,1872,2.0,39,12,0.18,156.0,1.5,0.9855769230769231,0.020833333333333332,0,87,76.93667796700832,11752.988505747126,1978.0,1976.0,87,87,87,87,312.0,0.007692307692307693
1085,1527,50,RL,63.0,15564,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,Ex,Y,SBrkr,676,588,0,1264,0.0,0.0,1,0,3,1,TA,6,Typ,0,Gd,Detchd,1994.0,Unf,2.0,TA,TA,Y,424,0,0,0,0,0,Gd,MnPrv,Shed,400,1,2008,WD ,147500,1264,1.0,0,12,0.08121305576972501,105.33333333333333,3.0,0.5348101265822784,0.0,0,71,69.18399986890513,11667.732394366198,1991.0,1940.0,71,71,71,71,210.66666666666666,0.004047802621434078
1086,1011,60,RL,101.0,13543,Pave,Grvl,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,130.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,16.0,Unf,0.0,1152.0,1168.0,GasA,Ex,Y,SBrkr,1168,1332,0,2500,0.0,0.0,3,1,5,1,Ex,9,Typ,1,Gd,BuiltIn,2005.0,Fin,3.0,TA,TA,Y,192,32,0,0,0,0,Gd,MnPrv,Shed,0,7,2008,WD ,355000,2500,3.5,32,13,0.1845972088902016,192.30769230769232,1.4285714285714286,0.4672,0.0128,0,38,60.987263096659625,11892.947368421053,2003.5,2003.5,38,38,38,38,277.77777777777777,0.007457727239164144
1087,1332,45,RM,50.0,6130,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,784.0,Unf,0.0,0.0,784.0,GasA,Gd,Y,SBrkr,784,0,0,784,1.0,0.0,1,0,2,1,Gd,5,Typ,0,Gd,Attchd,1978.6775193798446,Unf,0.0,TA,TA,Y,0,0,116,0,0,0,Gd,MnPrv,Shed,0,5,2008,WD ,109500,784,1.0,116,11,0.12789559543230017,71.27272727272727,2.0,1.0,0.14795918367346939,0,76,57.34571048038946,7017.394736842105,1950.0,1932.5,76,76,76,76,156.8,0.008156606851549755
1088,709,30,RM,50.0,5925,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,0.0,GasA,Fa,N,FuseA,612,0,0,612,0.0,0.0,1,0,1,1,TA,4,Typ,0,Gd,Detchd,1965.0,Unf,1.0,TA,Fa,N,0,0,25,0,0,0,Gd,MnPrv,Shed,0,10,2009,WD ,45000,612,1.0,25,6,0.10329113924050633,102.0,1.0,0.0,0.04084967320261438,0,163,63.0262208374822,8439.61963190184,1965.0,1920.0,163,163,163,163,153.0,0.008438818565400843
1089,209,70,RL,68.87899941826643,24090,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1032.0,1032.0,GasA,Ex,Y,SBrkr,1207,1196,0,2403,0.0,0.0,2,0,4,1,TA,10,Typ,2,TA,Attchd,1940.0,Unf,1.0,TA,TA,Y,56,0,318,0,0,0,Gd,MnPrv,Shed,0,6,2010,COD,244400,2403,2.0,318,14,0.09975093399750934,171.64285714285714,2.0,0.42946317103620474,0.132334581772784,0,27,79.3772218990369,28538.14814814815,1989.0,1966.0,27,27,27,27,240.3,0.0028592361734440194
1090,619,20,RL,80.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,TA,TA,No,GLQ,1285.0,Unf,0.0,131.0,1416.0,GasA,TA,Y,SBrkr,1644,0,0,1644,1.0,0.0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1953.0,Fin,2.0,TA,TA,Y,110,0,0,0,0,0,Gd,MnPrv,Shed,0,10,2009,WD ,167000,1644,1.0,0,11,0.17125,149.45454545454547,3.0,0.8613138686131386,0.0,0,313,74.22425550184273,10014.741214057509,1963.0,1960.0,313,313,313,313,234.85714285714286,0.008333333333333333
1091,2150,60,RL,65.0,8158,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,214.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,860.0,860.0,GasA,Ex,Y,SBrkr,860,869,0,1729,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,2002.0,Fin,2.0,TA,TA,Y,386,63,0,0,0,0,Gd,MnPrv,Shed,0,8,2007,WD ,200000,1729,2.5,63,12,0.211939200784506,144.08333333333334,1.2,0.4973973395026027,0.03643724696356275,0,180,70.48252213819401,10227.283333333333,2002.0,2001.0,180,180,180,180,247.0,0.007967639127237068
1092,2704,30,RL,50.0,5220,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,3,1936,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,830.0,830.0,GasA,Gd,Y,SBrkr,879,0,0,879,0.0,0.0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1936.0,Unf,1.0,TA,TA,P,0,108,0,0,0,0,Gd,MnPrv,Shed,0,1,2006,WD ,80000,879,1.0,108,8,0.16839080459770114,109.875,2.0,0.944254835039818,0.12286689419795221,0,32,58.714968731820825,7289.28125,1950.0,1928.0,32,32,32,32,219.75,0.009578544061302681
1093,2839,20,RL,60.0,8172,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,167.0,Unf,0.0,697.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,1957.0,Unf,2.0,TA,TA,N,0,0,0,0,0,0,Gd,MnPrv,Shed,0,4,2006,WD ,115000,864,1.0,0,12,0.10572687224669604,72.0,2.0,1.0,0.0,0,141,64.94543256635268,9880.340425531915,1960.0,1954.0,141,141,141,141,172.8,0.007342143906020558
1094,1242,20,RL,72.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616.0,Unf,0.0,580.0,1196.0,GasA,Gd,Y,FuseA,1196,0,0,1196,1.0,0.0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956.0,RFn,1.0,TA,TA,Y,0,44,0,0,0,0,Gd,MnPrv,Shed,0,5,2008,WD ,139000,1196,1.0,44,11,0.1328888888888889,108.72727272727273,2.0,1.0,0.03678929765886288,0,313,74.22425550184273,10014.741214057509,1963.0,1960.0,313,313,313,313,199.33333333333334,0.008
1095,2714,60,RL,74.0,7844,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209.0,Unf,0.0,463.0,672.0,GasA,TA,Y,SBrkr,672,728,0,1400,0.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2.0,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,3,2006,WD ,149500,1400,1.5,0,13,0.17848036715961244,107.6923076923077,2.0,0.48,0.0,0,111,71.37081060117707,10405.288288288288,1970.0,1965.0,111,111,111,111,233.33333333333334,0.009433962264150943
1096,799,70,RL,60.0,9084,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,755.0,755.0,GasA,TA,Y,SBrkr,755,755,0,1510,1.0,0.0,1,0,4,1,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1.0,Fa,Po,P,120,0,0,0,0,0,Gd,MnPrv,Shed,0,10,2009,WD ,108000,1510,1.0,0,9,0.16622633201232936,167.77777777777777,4.0,0.5,0.0,0,141,64.94543256635268,9880.340425531915,1960.0,1954.0,141,141,141,141,215.71428571428572,0.0066050198150594455
1097,1260,190,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,0.0,GasA,TA,N,FuseA,694,600,0,1294,0.0,0.0,2,0,3,2,TA,7,Typ,0,Gd,Attchd,1978.6775193798446,Unf,0.0,TA,TA,N,220,114,210,0,0,0,Gd,MnPrv,Shed,0,8,2008,WD ,106250,1294,2.0,324,11,0.11981481481481482,117.63636363636364,1.5,0.0,0.250386398763524,0,163,63.0262208374822,8439.61963190184,1965.0,1920.0,163,163,163,163,184.85714285714286,0.005555555555555556
1098,2107,20,RL,74.0,8556,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1240.0,1240.0,GasA,Ex,Y,SBrkr,1240,0,0,1240,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Gd,Attchd,2006.0,RFn,3.0,TA,TA,Y,140,93,0,0,0,0,Gd,MnPrv,Shed,0,5,2007,WD ,194000,1240,2.0,93,12,0.14492753623188406,103.33333333333333,1.0,1.0,0.075,0,180,70.48252213819401,10227.283333333333,2002.0,2001.0,180,180,180,180,248.0,0.008648901355773725
1099,2486,20,RL,70.0,9100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,4,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,LwQ,36.0,Unf,0.0,952.0,988.0,GasA,Ex,Y,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,TA,6,Typ,0,Gd,Detchd,1977.0,Unf,2.0,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,7,2006,WD ,129500,988,1.0,0,9,0.10857142857142857,109.77777777777777,3.0,1.0,0.0,0,111,71.37081060117707,10405.288288288288,1970.0,1965.0,111,111,111,111,164.66666666666666,0.007692307692307693
1100,1911,90,RL,63.0,8668,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1560.0,1560.0,GasA,TA,Y,SBrkr,1560,0,0,1560,0.0,0.0,2,0,4,2,TA,8,Typ,0,Gd,Detchd,1968.0,Unf,3.0,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,5,2007,WD ,126000,1560,2.0,0,10,0.17997231195200739,156.0,2.0,1.0,0.0,0,313,74.22425550184273,10014.741214057509,1963.0,1960.0,313,313,313,313,195.0,0.007268112598061836
1101,896,20,RL,70.0,11767,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078.0,Unf,0.0,0.0,1078.0,GasA,TA,Y,FuseA,1368,0,0,1368,1.0,0.0,1,0,3,1,TA,6,Min1,0,Gd,Attchd,1950.0,RFn,1.0,TA,TA,Y,0,41,211,0,0,0,Gd,MnPrv,Shed,900,6,2009,WD ,120000,1368,1.0,252,10,0.11625732982068497,136.8,3.0,0.7880116959064327,0.18421052631578946,0,141,64.94543256635268,9880.340425531915,1960.0,1954.0,141,141,141,141,228.0,0.00594883997620464
1102,272,20,RL,70.0,8400,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,712.0,Unf,0.0,761.0,1473.0,GasA,Ex,Y,SBrkr,1484,0,0,1484,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2004.0,RFn,2.0,TA,TA,Y,0,35,0,144,0,0,Gd,MnPrv,Shed,0,5,2010,WD ,213000,1484,2.0,179,12,0.17666666666666667,123.66666666666667,1.5,0.9925876010781671,0.12061994609164421,0,180,70.48252213819401,10227.283333333333,2002.0,2001.0,180,180,180,180,212.0,0.008333333333333333
1103,2521,120,RL,40.0,3874,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,807.0,Unf,0.0,419.0,1226.0,GasA,TA,Y,SBrkr,1226,0,0,1226,1.0,0.0,1,0,1,1,Gd,4,Typ,1,Fa,Attchd,1980.0,Fin,2.0,TA,TA,Y,133,78,0,0,0,0,Gd,MnPrv,Shed,0,7,2006,WD ,190000,1226,1.0,78,13,0.3164687661331957,94.3076923076923,1.0,1.0,0.0636215334420881,0,3,40.0,3876.6666666666665,1978.0,1978.0,3,3,3,3,306.5,0.010325245224574084
1104,2324,20,RL,68.87899941826643,8076,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,TA,No,GLQ,705.0,Unf,0.0,455.0,1160.0,GasA,Gd,Y,SBrkr,1169,0,0,1169,0.0,1.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1993.0,Fin,2.0,TA,TA,Y,0,26,0,0,144,0,Gd,MnPrv,Shed,0,7,2006,WD ,183500,1169,2.0,170,12,0.14474987617632493,97.41666666666667,1.5,0.9923011120615911,0.1454234388366125,0,116,70.99484463701828,11143.068965517241,2000.0,2000.0,116,116,116,116,194.83333333333334,0.008528850844262807
1105,1953,80,RL,93.0,10090,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,7,5,1963,1999,Gable,CompShg,Plywood,Plywood,BrkFace,364.0,TA,TA,CBlock,TA,TA,Av,Rec,242.0,ALQ,483.0,0.0,725.0,GasA,TA,Y,SBrkr,1035,616,0,1651,0.0,1.0,2,0,4,1,TA,6,Typ,2,TA,BuiltIn,1963.0,Unf,1.0,TA,TA,Y,460,46,0,0,165,0,Gd,MnPrv,Shed,0,10,2007,WD ,172000,1651,2.0,211,12,0.16362735381565907,137.58333333333334,2.0,0.43912780133252577,0.12780133252574197,0,313,74.22425550184273,10014.741214057509,1963.0,1960.0,313,313,313,313,275.1666666666667,0.009217046580773042
1106,887,20,RL,67.0,8877,Pave,Grvl,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690.0,Unf,0.0,126.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,TA,3,Typ,1,Gd,Detchd,1958.0,Unf,1.0,Fa,Fa,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,5,2009,WD ,100000,816,1.0,0,10,0.0919229469415343,81.6,2.0,1.0,0.0,0,141,64.94543256635268,9880.340425531915,1960.0,1954.0,141,141,141,141,272.0,0.0075475949081897035
1107,1479,20,RL,85.0,11058,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,Gd,TA,PConc,Gd,TA,No,GLQ,56.0,Unf,0.0,1508.0,1564.0,GasA,Ex,Y,SBrkr,1564,0,0,1564,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,2007.0,RFn,3.0,TA,TA,Y,0,24,0,0,0,0,Gd,MnPrv,Shed,0,2,2008,WD ,218836,1564,2.0,24,13,0.14143606438777356,120.3076923076923,1.5,1.0,0.015345268542199489,0,180,70.48252213819401,10227.283333333333,2002.0,2001.0,180,180,180,180,260.6666666666667,0.007686742629770302
1108,1317,190,RM,60.0,10800,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,482.0,482.0,GasA,Ex,N,SBrkr,1221,691,0,1912,0.0,0.0,2,0,3,2,TA,7,Typ,1,TA,Detchd,2003.0,Unf,2.0,Gd,TA,Y,0,25,212,0,0,0,Gd,MnPrv,Shed,0,4,2008,WD ,163000,1912,2.0,237,13,0.17703703703703705,147.07692307692307,1.5,0.252092050209205,0.12395397489539749,0,163,63.0262208374822,8439.61963190184,1965.0,1920.0,163,163,163,163,273.14285714285717,0.005555555555555556
1109,1750,20,RL,59.0,10936,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1510.0,1510.0,GasA,Ex,Y,SBrkr,1525,0,0,1525,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,TA,TA,Y,100,18,0,0,0,0,Gd,MnPrv,Shed,0,4,2007,New,206580,1525,2.5,18,12,0.13944769568397952,127.08333333333333,1.2,0.9901639344262295,0.01180327868852459,0,116,70.99484463701828,11143.068965517241,2000.0,2000.0,116,116,116,116,254.16666666666666,0.0053950256035113385
1110,2815,60,RL,65.0,8461,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2.0,TA,TA,Y,0,24,0,0,0,0,Gd,MnPrv,Shed,0,7,2006,New,163990,1456,2.5,24,11,0.17208367805223967,132.36363636363637,1.2,0.5,0.016483516483516484,0,180,70.48252213819401,10227.283333333333,2002.0,2001.0,180,180,180,180,182.0,0.007682307055903557
1111,2692,70,RM,60.0,7518,Pave,Grvl,Reg,Lvl,AllPub,FR3,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,8,1910,2004,Gable,CompShg,AsbShng,Plywood,None,0.0,Fa,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,396.0,396.0,GasA,Gd,Y,SBrkr,665,665,0,1330,0.0,0.0,1,0,3,1,TA,7,Typ,0,Gd,Detchd,2001.0,Unf,1.0,TA,TA,N,0,72,45,0,0,0,Gd,MnPrv,Shed,0,7,2006,WD ,116500,1330,1.0,117,13,0.17690875232774675,102.3076923076923,3.0,0.29774436090225564,0.08796992481203007,0,69,62.397028943352645,8359.695652173914,1950.0,1925.0,69,69,69,69,190.0,0.007980845969672785
1112,1090,60,RL,68.87899941826643,8010,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,880,0,1720,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2002.0,Fin,2.0,TA,TA,Y,138,48,0,0,0,0,Gd,MnPrv,Shed,0,7,2008,WD ,188000,1720,2.5,48,12,0.21473158551810237,143.33333333333334,1.2,0.4883720930232558,0.027906976744186046,0,116,70.99484463701828,11143.068965517241,2000.0,2000.0,116,116,116,116,245.71428571428572,0.008599126019758607
1113,1912,85,RL,68.87899941826643,10050,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,6,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,87.0,TA,TA,CBlock,TA,TA,Av,GLQ,602.0,Unf,0.0,191.0,793.0,GasA,Ex,Y,SBrkr,1280,0,0,1280,0.0,1.0,2,0,3,1,TA,6,Typ,1,TA,Basment,1966.0,Fin,2.0,TA,TA,Y,140,40,0,0,0,0,Gd,MnPrv,Shed,0,6,2007,WD ,175000,1280,2.0,40,11,0.12736318407960198,116.36363636363636,1.5,0.61953125,0.03125,0,313,74.22425550184273,10014.741214057509,1963.0,1960.0,313,313,313,313,213.33333333333334,0.006853631782912083
1114,1634,120,RL,38.0,4740,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,248.0,Unf,0.0,918.0,1166.0,GasA,Gd,Y,SBrkr,1179,0,0,1179,1.0,0.0,2,0,2,1,TA,5,Typ,0,Gd,Attchd,1988.0,RFn,2.0,TA,TA,Y,0,108,0,0,135,0,Gd,MnPrv,Shed,0,10,2007,WD ,182000,1179,2.0,243,13,0.24873417721518987,90.6923076923077,1.0,0.9889737065309584,0.20610687022900764,0,38,60.987263096659625,11892.947368421053,2003.5,2003.5,38,38,38,38,235.8,0.008016877637130802
1115,1974,30,RM,60.0,6978,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,7,1926,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,850.0,850.0,GasA,TA,Y,SBrkr,960,0,0,960,0.0,0.0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,1981.0,RFn,2.0,TA,TA,Y,0,0,116,0,0,0,Gd,MnPrv,Shed,0,4,2007,WD ,103000,960,1.0,116,12,0.13757523645743766,80.0,2.0,0.8854166666666666,0.12083333333333333,0,163,63.0262208374822,8439.61963190184,1965.0,1920.0,163,163,163,163,192.0,0.008598452278589854
